frequency,raw
19.999999999999996,-1
20.467435972650392,-1
20.945796764727167,-1
21.43533770891005,-1
21.93632010546275,-1
22.44901136170612,-1
22.97368513475106,-1
23.510621477567373,-1
24.06010698846647,-1
24.622434964077787,-1
25.197905555900526,-1
25.78682593051428,-1
26.3895104335341,-1
27.006280757397434,-1
27.637466113072616,-1
28.283403405780437,-1
28.94443741482266,-1
29.620920977613462,-1
30.31321517801202,-1
31.021689539056755,-1
31.74672222020413,-1
32.48870021917728,-1
33.24801957853219,-1
34.025085597051714,-1
34.82031304608025,-1
35.63412639091454,-1
36.46696001736875,-1
37.31925846363484,-1
38.191476657561864,-1
39.084080159480976,-1
39.99754541070563,-1
40.932359987839696,-1
41.88902286302929,-1
42.868044670297024,-1
43.86994797810107,-1
44.89526756826436,-1
45.94455072142292,-1
47.0183575091456,-1
48.11726109288117,-1
49.24184802989237,-1
50.392718586340145,-1
51.57048705768532,-1
52.7757820965785,-1
54.00924704841347,-1
55.271540294723025,-1
56.56333560460051,-1
57.88532249433489,-1
59.238206595450976,-1
60.62271003135148,-1
62.039571802761884,-1
63.48954818218381,-1
64.97341311756749,-1
66.49195864541882,-1
68.0459953135614,-1
69.63635261377937,-1
71.26387942457178,-1
72.92944446425507,-1
74.63393675465521,-1
76.37826609563724,-1
78.16336355072552,-1
79.99018194407354,-1
81.85969636904908,-1
83.77290470870572,-1
85.7308281684189,-1
87.73451182097037,-1
89.78502516437254,-1
91.88346269273,-1
94.03094448044317,-1
96.22861678006576,-1
98.47765263413541,-1
100.77925250130369,-1
103.13464489710006,-1
105.54508704967155,-1
108.01186557084829,-1
110.53629714289298,-1
113.11972922130109,-1
115.76354075402654,-1
118.46914291751717,-1
121.23797986995264,-1
124.07152952208669,-1
126.97130432610568,-1
129.93885208292386,-1
132.97575676834677,-1
136.08363937854355,-1
139.26415879527934,-1
142.51901267136992,-1
145.84993833683077,-1
149.25871372620466,-1
152.7471583275625,-1
156.31713415368395,-1
159.97054673593647,-1
163.70934614138292,-1
167.53552801366087,-1
171.45113463818907,-1
175.45825603226993,-1
179.5590310606693,-1
183.7556485772697,-1
188.05034859340577,-1
192.44542347350608,-1
196.94321915867891,-1
201.54613641889583,-1
206.2566321344407,-1
211.07722060730862,-1
216.01047490325467,-1
221.05902822520858,-1
226.22557531878874,-1
231.5128739106655,-1
236.92374618054157,-1
242.46108026753552,-1
248.12783181177164,-1
253.9270255320002,-1
259.8617568400889,-1
265.9351934932484,-1
272.15057728487284,-1
278.511225774899,-1
285.0205340606063,-1
291.6819765888041,-1
298.4991090103731,-1
305.4755700781502,-1
312.61508358917104,-1
319.9214603723056,-1
327.39860032234884,-1
335.05049448165175,-1
342.8812271704032,-1
350.89497816670126,-1
359.0960249375759,-1
367.4887449221554,-1
376.07761786819356,-1
384.86722822320684,-1
393.8622675814958,-0.9999999999999998
403.06753718835824,-1.0000000000000002
412.4879505028304,-0.9999999999999999
422.12853582032346,-0.9999999999999987
431.9944389565566,-1.0000000000000049
442.0909259942178,-0.9999999999999849
452.423386093819,-1.0000000000000253
462.9973343702466,-0.9999999999999665
473.81841483654165,-0.9999999999998882
484.89240341648116,-1.0000000000005895
496.22521102756986,-0.9999999999969488
507.82288673608605,-1.0000000000134834
519.691620985867,-0.9999999999674374
531.8377489025565,-1.0000000000423335
544.2677536750799,-1.000000000047626
556.9882700161479,-0.9999999994751494
570.0060877036411,-1.0000000032783911
583.3281552047612,-0.9999999958359502
596.9615833848864,-0.9999999914389484
610.9136493031083,-1.0000000287165258
625.1918000964786,-0.9999998934378451
639.8036569550362,-1.000000538585492
654.7570191897393,-0.9999989717905429
670.059868395471,-1.0000000374511557
685.7203727113429,-1.0000063681195
701.746891180569,-0.9999726241176863
718.1479782122383,-1.0000797415355567
734.9323881473662,-0.9998247775445277
752.1090799316636,-0.996651539831231
769.6872218975163,-0.9682440944541209
787.676196657729,-0.9173591680469402
806.0856061136427,-0.8458433987111702
824.9252765803037,-0.7644260302788145
844.2052640314146,-0.6968758240976969
863.9358594668703,-0.622983166161444
884.1275944057431,-0.5424103168244844
904.7912465076486,-0.45522663232552685
925.9378453254923,-0.35940204385097296
947.5786781926691,-0.25840549461805684
969.7252962478578,-0.14810245818713974
992.3895206006237,-0.026324418527846616
1015.5834486411246,0.0863254978351422
1039.3194604972853,0.20694291772980256
1063.6102256428874,0.3318207134041309
1088.4687096601021,0.4552752730951104
1113.9081811600772,0.5650826348026097
1139.9422188652673,0.6747524891490508
1166.5847188572943,0.7831178611435292
1193.8499019942021,0.8752930197304751
1221.7523215010647,0.9747976192410874
1250.3068707380014,1.090746885061494
1279.5287911497464,1.2228991255575163
1309.4336804010102,1.3243525942310366
1340.0375007019823,1.4441084705594407
1371.3565873284147,1.5620155925537347
1403.4076573408342,1.651041540674909
1436.207818507541,1.8364087209348665
1469.7745784361503,1.9996620819440558
1504.1258539185571,2.1838205065773675
1539.279980494309,2.405705057354692
1575.2557222374915,2.579402126788833
1612.0722817723513,2.7465188350461998
1649.749310523002,2.8471668166905078
1688.3069192026844,3.00554243333002
1727.76568854818,3.1669493728991176
1768.1466803051055,3.3457194115384707
1809.4714484699555,3.5284755272595847
1851.7620507948898,3.720201151609267
1895.0410605614104,3.903212608277082
1939.331578629209,4.096880702660367
1984.6572457666182,4.314357820806717
2031.0422552692476,4.522030878545972
2078.51136587354,4.751150117458021
2127.089914972141,4.997160016967087
2176.803832138134,5.24186841728248
2227.6796529653648,5.473382270032705
2279.7445332322336,5.7130350673737516
2333.026263396526,5.9600730678059435
2387.55328342901,6.1900583960663615
2443.3546979937255,6.425313612366221
2500.460291983057,6.66868468718237
2558.900546415897,6.84228835331502
2618.706654707375,7.064250666386309
2679.9105393188365,7.298312220966794
2742.5448687969647,7.528048849822088
2806.6430752111387,7.742102531561194
2872.23937199833,7.872790724502877
2939.3687722250716,8.00766414993
3008.067107276234,8.147311229917909
3078.3710459805984,8.268260905652312
3150.3181141834343,8.331889819598349
3223.946714776507,8.319768546727474
3299.2961481962357,8.279548245720992
3376.4066334009244,8.19104921618223
3455.319329338273,8.034349141805423
3536.0763569146184,7.816926431007561
3618.720821477639,7.544958945359891
3703.296835824519,7.199896744973035
3789.849543747855,6.82024290226442
3878.4251441318747,6.382738045421438
3969.070915611824,6.008765804291249
4061.8352418096924,5.5846978594203875
4156.767637159739,5.149529064802395
4253.918773337608,4.714424313454062
4353.340506307149,4.428140874193239
4455.085903999348,4.275250003341748
4559.209274638196,4.197886485756724
4665.766195728554,4.236293179726175
4774.813543721537,4.368703374300449
4886.409524373222,4.600594907382362
5000.613703812897,4.9128978157734755
5117.487040337428,5.207732536048032
5237.0919169487215,5.557267652959491
5359.492174651641,5.943751159241289
5484.753146530162,6.352421099474313
5612.941692619941,6.736103425461616
5744.126235595925,6.939673298255338
5878.376797294044,7.140439744394694
6015.765036086474,7.310820721302504
6156.364285130437,7.389303971849625
6300.249591510938,7.35186329470657
6447.497756298343,7.245146773607184
6598.1873755421675,7.088701115004103
6752.398882222969,6.884158622558315
6910.214589184732,6.650967705666613
7071.718733070655,6.5460785913795
7236.9975192857955,6.582266151004518
7406.139168010584,6.744914051362428
7579.233961289741,6.983578189857324
7756.374291221756,7.284680845950545
7937.65470927464,7.509078077845459
8123.1719767542745,7.713763194757551
8313.025116452298,7.889618722372548
8507.315465501097,7.9936912499366635
8706.146729464104,7.956430273295457
8909.625037690304,7.828722845386192
9117.858999962455,7.606060534798566
9330.95976446928,7.289507602437006
9549.041077132595,6.901234861408687
9772.219342320992,6.4804511614337015
10000.613684982527,6.061633982593721
10234.346014229555,5.760340824952864
10473.541088409655,5.417185550713682
10718.326581697382,5.036848693593533
10968.83315224239,4.589802281571108
11225.1945119103,4.049189653844084
11487.547497653528,3.4296944035790027
11756.032144550185,2.7876155872898307
12030.791760550035,2.3082431040729556
12311.973002967383,1.6836446141408512
12599.72595676175,1.042750239484585
12894.20421464811,0.4731308884222092
13195.564959079446,-0.02644663495025612
13503.969046145377,-0.4731216498178512
13819.58109143166,-0.8771408145032218
14142.56955788637,-1.447877606315907
14473.106845739687,-2.4547225443964917
14811.369384525251,-3.1571732634072722
15157.537727252235,-4.183745443218081
15511.796646778388,-5.6212944154325255
15874.335234435479,-6.317285102911521
16245.34700095981,-6.9730769489532465
16625.02997978164,-7.659765936762583
17013.58683272869,-8.862254269880875
17411.22495820011,-10.229398981921499
17818.156601868654,-11.970829905975174
18234.598969970222,-14.422398910022364
18660.77434524111,-17.174752446628766
19096.910205564964,-19.09258242405631
19543.23934539273,-20.33838898872557
19999.99999999998,-22.72
